request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_256,171831.5,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,"This plan spreads the payment over three installments, aligning with your forecasted salary credit date and ensuring affordability without altering spending habits."
request_257,587.2,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Waiting until November 15, 2025, to make the full payment of $1,352.40 is affordable later and meets your request completion date without needing any spending changes."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"This plan allows you to invest the full requested amount of $1,113.60 on January 7, 2026, without going below your minimum balance of $500."
request_259,189.24,affordable_later,wait,2024-11-15:935,2024-11-15,none,"The full payment is affordable later on November 15, 2024, and no spending changes are needed. Waiting until then ensures the payment can be made without compromising current financial stability."
request_26,15656000.0,affordable_now,full_payment,2025-08-03:15656000,2025-08-03,none,The requested amount can be fully paid on the earliest possible date without affecting current financial stability.
request_260,9941450.32,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the IDR 20,727,700.00 minimum balance protected within the forecast period."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"The requested payment of EUR 1,830.40 by the earliest possible date (2026-07-03) is affordable now and aligns with your preference for full payment. This plan ensures you meet the landlord's deadline without requiring any changes to spending habits."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"The course can be fully paid for on 2024-12-05, meeting the requested amount and completion deadline."
request_263,7781.06,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 24,100.00 minimum balance protected within the forecast period."
request_264,27327.12,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"Paying the repair bill on or after May 15, 2026, will keep your balance above the minimum required balance of INR 59,500.0 and meet your payment preference for installments."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"The requested amount of INR 45,970 is affordable based on the current balance and payment preferences. The payment can be made on 2024-03-06 without affecting the minimum balance requirement."
request_266,766.82,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"This installment plan allows you to meet your investment goal of EUR 935 by the desired completion date of October 3, 2025. It is affordable with minimal impact on current spending."
request_267,1789.13,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,"This installment plan meets the payment preferences and completes by the desired completion date of March 17, 2026."
request_268,979.9,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"This installment plan meets the request criteria and allows for a total payment of EUR 2,523.66 by 2024-08-15, which aligns with the desired completion date."
request_269,0.0,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 23,100.00 minimum balance protected within the forecast period."
request_27,6670.0,affordable_now,full_payment,2026-07-05:6670,2026-07-05,none,"The purchase can be made without dipping into the desired balance, as the payment is affordable now and does not require any spending changes. The full amount of ZAR 6,670 can be paid on July 5, 2026."
request_270,152.6,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the USD 1,400.00 minimum balance protected within the forecast period."
request_271,11971.61,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Paying now would exceed the minimum balance requirement, but waiting until November 15, 2024, ensures the payment is made without violating financial constraints."
request_272,5779343.1,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"This installment plan allows for a partial payment of IDR 13,585,000 on or before the first installment date (2025-02-12), without requiring any spending changes and remains affordable."
request_273,10838406.07,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-15,none,This installment plan allows partial payment and fits within the current financial profile without requiring any spending changes. It meets the requested amount and completes by the desired completion date.
request_274,2588.35,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"This plan meets the request and ensures the balance remains above the minimum requirement, with partial payments spread over three installments by the deadline."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"The candidate plan for full payment on May 6, 2025, is affordable now and meets the requestor's deadline of July 22, 2025. No spending changes are needed."
request_28,427.57,affordable_later,wait,2024-07-15:1302.40,2024-07-15,none,"The plan to invest EUR 1,302.40 on 2024-07-15 is affordable later, ensuring the balance remains above the minimum of EUR 1,100."
request_29,16723.12,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 28,300.00 minimum balance protected within the forecast period."
request_30,399.95,not_affordable,not_recommended,none,,none,None of the available payment options keeps the USD 900.00 minimum balance protected within the forecast period.
request_31,4575563.85,affordable_later,wait,2024-10-15:18164000,2024-10-15,none,"Waiting until October 15, 2024, to pay for the laptop ensures the balance remains above the minimum requirement until the deadline."
request_32,19750.74,affordable_later,wait,2025-03-15:40018,2025-03-15,none,"The candidate plan allows for the full payment of ZAR 40,018 on or before April 15, 2025, without putting upcoming bills at risk. Your payroll will credit your account on February 15, 2025, providing sufficient funds by the earliest date for full payment."
request_33,45997.81,affordable_later,wait,2026-02-15:118000,2026-02-15,none,"Paying the full deposit now would leave a balance of INR 49,280.00, which is below the minimum balance requirement of INR 102,100.00. Waiting until February 15, 2026, to pay INR 118,000 will maintain a higher balance and avoid breaching the minimum balance."
request_34,129400.0,affordable_now,full_payment,2024-12-04:129400,2024-12-04,none,"The candidate plan allows for a full payment of INR 129,400 on December 4, 2024, which meets the request and is within the minimum balance constraints."
request_35,44382.74,affordable_later,wait,2026-01-15:212000,2026-01-15,none,"Waiting until January 15, 2026, is affordable later according to the financial profile. This plan ensures you maintain your current balance and meet the desired completion date."
request_36,608.13,affordable_later,wait,2026-09-15:3954,2026-09-15,none,The full payment can be made by the desired completion date of 2026-09-15 without affecting current financial stability.
request_37,6309285.24,affordable_later,wait,2024-04-15:14649000,2024-04-15,none,"This plan allows the full payment of IDR 14,649,000 on or before 2024-04-15 without falling below the minimum balance requirement. It is affordable later as per the profile and forecast."
request_38,200.58,affordable_later,wait,2025-09-15:971.30,2025-09-15,none,"The plan allows paying the full amount on 2025-09-15, which meets the desired completion date of 2025-10-15 and maintains the current balance above the minimum requirement."
request_39,67667.61,affordable_later,wait,2026-05-15:208600,2026-05-15,none,"The plan allows for the full payment of INR 208,600 on or before June 15, 2026, without putting rent and regular bills at risk."
request_40,429.38,affordable_later,wait,2024-07-15:1290.30,2024-07-15,none,"The plan allows you to pay the full amount on 2024-07-15, which is after your next payroll credit date. This ensures you maintain a minimum balance until then."
request_41,10769535.97,affordable_later,wait,2025-12-15:38760000,2025-12-15,none,"The payment can be safely made on or after December 15, 2025, without compromising the minimum balance requirement."
request_42,52100.0,affordable_now,full_payment,2026-01-05:52100,2026-01-05,none,"The candidate plan allows for a full payment of INR 52,100 on the requested date (2026-01-05), which meets the urgency requirement and is within the current financial capacity based on available funds."
request_43,8323471.91,affordable_later,wait,2024-11-15:43339000,2024-11-15,none,"Menunggu hingga 2024-11-15 memungkinkan pembayaran lengkap sebesar IDR 43.339.000, yang sesuai dengan gaji pertama dari perusahaan baru pada tanggal yang sama."
request_44,31546.27,affordable_later,wait,2025-04-15:95800,2025-04-15,none,"Paying the course fee now is not affordable, as it would drop your balance below the minimum required. Waiting until your next salary on 2025-02-15 will allow you to cover the expense without compromising your regular commitments."
request_45,4253764.52,affordable_later,wait,2026-09-15:21983000,2026-09-15,none,"The candidate plan allows for a full payment of IDR 21,983,000 on the earliest possible date (2026-09-15), which aligns with the request and current financial situation."
request_46,45606.15,affordable_with_plan,installments,2024-12-03:25714|2024-12-31:25714,2024-12-15,none,"This installment plan meets your request and completes the repayment by your desired completion date of January 9, 2025."
request_47,20481154.08,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the IDR 30,049,000.00 minimum balance protected within the forecast period."
request_48,45700.0,affordable_now,full_payment,2026-07-25:45700,2026-07-25,none,"The candidate plan allows for a full payment of INR 45,700 on or before the request date of 2026-07-25, ensuring the minimum balance is not breached."
request_49,13859711.4,affordable_with_plan,installments,2024-03-18:11902106.67|2024-04-18:11902106.67|2024-05-19:11902106.67,2024-05-15,none,"This plan allows partial payments through installments and fits within the requested completion date without needing any spending changes. The total payable is slightly above the request amount, making it a safe choice."
request_50,43900.0,affordable_now,full_payment,2025-08-06:43900,2025-08-06,none,"The requested amount is affordable now and can be paid in full on the request date without affecting future estimates, as no spending changes are needed."
request_51,2191000.0,affordable_now,full_payment,2026-01-03:2191000,2026-01-03,none,"The candidate plan is affordable now and meets the requested amount, completing by the deadline."
request_52,16745.04,affordable_later,wait,2024-06-15:28870,2024-06-15,none,"The earliest full payment date is June 15, 2024, which aligns with the requested completion date. Given the current balance and the expected payroll increase, this plan is affordable later."
request_53,553.33,affordable_with_plan,installments,2025-11-21:589.06|2025-12-19:589.06|2026-01-16:589.06,2026-01-15,none,"The laptop is affordable with the proposed installment plan, as it does not require any spending changes and will be paid off by the desired completion date."
request_54,4147.0,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 37,000.00 minimum balance protected within the forecast period."
request_55,130314.78,affordable_with_plan,installments,2026-06-11:75781.33|2026-07-12:75781.33|2026-08-12:75781.33,2026-07-15,none,"This plan allows you to send INR 218,600 in installments by splitting it into three payments of approximately INR 75,781.33 each, starting on June 11, 2026, and completes by August 12, 2026, which aligns with your desired completion date."
request_56,623.4,affordable_with_plan,installments,2025-02-03:458.42|2025-03-03:458.42,2025-02-15,none,"This installment plan meets the request and maintains a balance above the minimum requirement, ensuring sufficient funds for regular expenses."
request_57,12816.96,affordable_later,wait,2026-06-15:61446,2026-06-15,none,"The candidate plan involves paying the full amount on or before June 15, 2026, which aligns with the desired completion date. This option is affordable later given the current balance and minimizes any potential disruption to your financial status."
request_58,16226000.0,affordable_now,full_payment,2024-12-07:16226000,2024-12-07,none,"The requested payment of IDR 16,226,000 is affordable now and can be made on the earliest possible date, December 7, 2024. This plan meets all the criteria and completes by the desired completion date."
request_59,140600.0,affordable_with_plan,installments,2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33,2025-05-04,none,"This plan involves making three partial payments of INR 48,741.33 each, starting on May 7, 2025, and completes by the desired completion date of July 2, 2025, ensuring your balance remains above the minimum required."
request_60,166.54,affordable_later,wait,2026-01-15:199.89,2026-01-15,none,"The candidate plan waits until January 15, 2026, to make the payment of $199.89, which is within the requested completion date of March 4, 2026."
request_61,29062.0,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,2024-03-03,none,"This installment plan meets the affordability criteria and completes by the desired completion date, ensuring enough balance for regular expenses."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"The plan allows for a full payment of $404.23 on 2025-08-05, which meets the requested amount and completion date without requiring any changes to spending."
request_63,54609.48,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 153,500.00 minimum balance protected within the forecast period."
request_64,0.0,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 36,100.00 minimum balance protected within the forecast period."
request_65,0.0,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 15,500.00 minimum balance protected within the forecast period."
request_66,22200.0,affordable_now,full_payment,2026-04-03:22200,2026-04-03,none,"The requested payment is affordable now and can be made on the earliest possible date (2026-04-03), ensuring timely completion of the repair by the desired date."
request_67,349.34,affordable_later,wait,2024-11-15:2094,2024-11-15,none,"This plan allows you to pay the full amount of $2,094 on or before November 15, 2024, which aligns with your urgency and payment preference."
request_68,1551.8,affordable_with_plan,installments,2025-02-14:725.09|2025-03-14:725.09|2025-04-11:725.09,2025-02-23,none,"This installment plan allows a partial payment of USD 2,091.60 by the earliest date for full payment (2025-02-23), aligning with your payroll update."
request_69,529.1,affordable_now,full_payment,2026-01-04:529.10,2026-01-04,none,"The candidate plan is affordable now and meets the request for a full payment of EUR 529.10, which will cover the investment without affecting current spending habits or balance."
request_70,57193.45,affordable_later,wait,2025-02-15:243900,2025-02-15,none,"The candidate plan waits until February 15, 2025, to make the full payment of INR 243,900, which aligns with the desired completion date and ensures the balance remains above the minimum threshold."
request_71,673017.73,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the IDR 8,884,800.00 minimum balance protected within the forecast period."
request_72,11330.0,affordable_now,full_payment,2026-07-05:11330,2026-07-05,none,The candidate plan is affordable given the current balance and payment preferences. The full transfer can be made on or before the desired completion date without falling short on personal bills.
request_73,71400.0,affordable_now,full_payment,2023-01-20:71400,2023-01-20,none,"The requested amount of INR 71,400 is affordable now and can be paid in full on the request date without affecting essential expenses or requiring any spending changes."
request_74,5010.0,affordable_now,full_payment,2025-08-04:5010,2025-08-04,none,"The plan allows for a full payment of ZAR 5010 on 2025-08-04, meeting the request and ensuring the payment is made by the desired completion date."
request_75,25182.3,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the ZAR 39,000.00 minimum balance protected within the forecast period."
request_76,994.31,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the USD 1,800.00 minimum balance protected within the forecast period."
request_77,60700.0,affordable_now,full_payment,2025-11-05:60700,2025-11-05,none,"The requested payment of INR 60,700 is affordable now and the earliest date for full payment is November 5, 2025, which matches the desired completion date."
request_78,50200.0,affordable_now,full_payment,2025-10-02:50200,2025-10-02,none,"The laptop is affordable now as the payment can be made on or before the requested date, and there are no spending changes needed."
request_79,301.26,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the EUR 1,000.00 minimum balance protected within the forecast period."
request_80,104089.57,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 121,300.00 minimum balance protected within the forecast period."
request_81,2076.0,affordable_now,full_payment,2026-07-03:2076,2026-07-03,none,Paying the trip cost now is affordable and leaves enough balance to meet the minimum balance requirement for the rest of the month.
request_82,469.88,affordable_later,wait,2025-01-15:1405.20,2025-01-15,none,"The plan allows for the full payment of $1,405.20 by January 15, 2025, ensuring you meet your financial obligations without falling short on bills."
request_83,6148.37,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 37,800.00 minimum balance protected within the forecast period."
request_84,30788.82,affordable_later,wait,2026-05-15:95400,2026-05-15,none,"Paying now would exceed the minimum balance requirement, so waiting until May 15, 2026, ensures sufficient funds while still covering the course fee."
request_85,1288101.14,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the IDR 6,396,300.00 minimum balance protected within the forecast period."
request_86,46300.0,affordable_now,full_payment,2025-08-03:46300,2025-08-03,none,"This plan pays the full amount of INR 46,300 on 2025-08-03, meeting the deadline and staying within affordability guidelines."
request_87,18765.05,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 185,900.00 minimum balance protected within the forecast period."
request_88,10448.65,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-07-15,none,"This installment plan ensures the payment is spread over three months, meeting the request for partial payments and leaving enough balance to meet minimum requirements."
request_89,10150484.16,affordable_with_plan,installments,2025-11-18:4768746.67|2025-12-16:4768746.67|2026-01-13:4768746.67,2025-11-15,none,This installment plan is affordable with your current balance and meets the desired completion date. It does not require any changes to spending habits.
request_90,2560.0,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,"The plan allows for a full payment of ZAR 2560 on 2026-07-06, which meets the client's request and completes by the deadline."
request_91,455.09,affordable_later,wait,2024-11-15:1927.20,2024-11-15,none,"The requested amount can be paid in full on or before November 15, 2024, without affecting your current balance and meeting the desired completion date."
request_92,34034.0,affordable_now,full_payment,2025-02-05:34034,2025-02-05,none,"The candidate plan is affordable now and meets all criteria, allowing for a full payment on the requested date."
request_93,1729.2,affordable_now,full_payment,2026-04-07:1729.20,2026-04-07,none,"The requested amount is affordable now and can be paid in full on the requested date, 2026-04-07, without requiring any spending changes."
request_94,572.0,affordable_now,full_payment,2024-12-04:572,2024-12-04,none,"The payment plan is affordable now and can be made on the requested date, 2024-12-04, without risking other financial obligations."
request_95,29974.86,not_affordable,not_recommended,none,,none,"None of the available payment options keeps the INR 145,500.00 minimum balance protected within the forecast period."
request_96,79201.66,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-01-15,none,"This plan allows you to pay in installments starting on January 10, 2026, ensuring your balance remains above the minimum required. It completes by your desired completion date without impacting regular expenses."
request_97,3037.52,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,This plan allows for installment payments that fit within the requested timeline and current financial situation without requiring any spending changes.
request_98,11294.56,affordable_later,wait,2025-08-15:27148,2025-08-15,none,"The candidate plan 'ccc_wait' is the only option available. It allows you to wait for your upcoming salary payment on 2025-08-15, which covers the requested amount of ZAR 27,148 by the desired completion date of 2025-10-15, while maintaining a current balance above the minimum requirement."
request_99,18062.0,affordable_now,full_payment,2026-07-04:18062,2026-07-04,none,"Paying ZAR 18,062 on 2026-07-04 will not take the balance below ZAR 49,100, as it leaves a remaining balance of ZAR 68,644.58."
